cpf,descricao,valor
949.306.071-51,Automóvel,1338749.41
364.683.885-21,Trator,1706672.0
750.605.940-78,Investimento em banco,714341.43
532.906.761-44,Fazenda,1094209.65
857.887.955-21,Trator,1586752.75
267.427.130-17,Motocicleta,772254.59
452.022.590-27,Fazenda,386908.81
810.922.572-06,Casa,486920.46
237.010.292-34,Sítio,964645.24
242.475.185-94,Automóvel,1336832.15
121.080.249-68,Ouro em barras,739982.76
449.246.914-52,Jóias,382148.65
042.113.505-44,Automóvel,1477901.67
756.596.008-62,Chácara,1520648.86
922.760.496-41,Casa,973620.5
282.072.803-45,Sítio,853623.0
666.947.261-06,Automóvel,1059813.76
736.617.354-15,Título do tesouro,495458.86
342.968.403-30,Jóias,781234.05
279.660.625-70,Chácara,243107.67
021.527.100-89,Casa,1294126.47
835.658.304-04,Trator,1208571.38
101.850.275-20,Trator,1261815.1
062.661.780-26,Fazenda,623352.0
038.177.362-15,Investimento em banco,1086345.31
546.366.064-42,Investimento em banco,506619.75
717.833.325-00,Ouro em barras,145953.23
246.057.258-73,Título do tesouro,1515745.13
492.689.798-74,Automóvel,691399.93
637.613.579-53,Fazenda,447742.86
533.107.591-37,Apartamento,1149363.02
995.967.996-87,Apartamento,209518.39
388.857.897-69,Casa,788408.36
457.480.068-87,Ouro em barras,950012.72
055.136.881-76,Investimento em banco,1186067.04
958.741.903-91,Saldo em conta corrente,1707168.87
941.829.753-24,Sítio,290809.11
753.532.104-12,Fazenda,474166.93
607.169.613-38,Investimento em banco,1725081.07
984.388.713-86,Investimento em banco,1662651.66
668.564.842-29,Casa,969160.22
683.820.921-53,Apartamento,85138.0
910.701.485-56,Automóvel,362235.58
084.474.710-66,Saldo em conta corrente,856058.86
506.796.634-54,Motocicleta,212410.63
319.017.640-00,Sítio,1403217.79
837.000.289-99,Investimento em banco,1457369.59
086.260.700-91,Saldo em conta corrente,954396.0
058.084.247-67,Sítio,69230.37
032.161.076-13,Título do tesouro,1346370.72
240.348.765-68,Apartamento,962514.02
854.935.579-48,Trator,1661174.38
873.861.213-20,Saldo em conta corrente,1108182.0
778.252.994-47,Jóias,341527.35
353.798.412-28,Chácara,149814.28
054.728.801-69,Saldo em conta corrente,368875.52
942.628.366-38,Investimento em banco,1576869.25
087.352.206-13,Jóias,895589.8
213.573.634-62,Jóias,884772.73
832.371.904-70,Trator,1608464.42
140.077.815-99,Casa,598332.71
592.259.062-05,Casa,1648836.0
265.040.579-80,Saldo em conta corrente,927429.84
281.477.097-06,Fazenda,294669.49
445.920.085-99,Apartamento,548840.98
411.716.016-00,Apartamento,279923.82
916.959.760-35,Trator,1659464.41
780.127.322-22,Automóvel,592158.47
555.194.540-74,Apartamento,683960.5
696.056.867-23,Ouro em barras,830697.18
652.048.206-99,Ouro em barras,1724844.71
611.781.799-30,Título do tesouro,840435.65
607.811.661-58,Automóvel,1678402.56
449.073.163-53,Motocicleta,79924.18
499.529.279-44,Trator,54826.69
193.772.439-97,Sítio,624101.26
872.578.986-75,Ouro em barras,1146577.89
889.565.502-06,Ouro em barras,1556952.94
302.890.161-65,Ouro em barras,1335108.74
725.996.323-49,Chácara,527503.0
114.193.728-09,Apartamento,974326.28
241.228.772-88,Trator,271959.9
960.086.760-79,Título do tesouro,1233134.96
868.307.677-15,Sítio,361039.02
688.447.937-79,Apartamento,1477003.87
697.958.210-67,Chácara,1221919.99
563.423.554-96,Saldo em conta corrente,273439.58
487.380.693-09,Jóias,189546.47
919.078.463-05,Saldo em conta corrente,1670347.03
382.705.229-19,Jóias,124986.15
688.252.360-96,Chácara,1578567.2
984.036.392-31,Investimento em banco,1273186.4
760.839.061-72,Fazenda,65656.17
107.394.826-08,Automóvel,1774569.35
393.560.715-50,Chácara,417669.7
813.038.686-42,Jóias,1459267.39
113.977.201-50,Fazenda,93338.72
758.912.749-36,Chácara,953931.45
413.139.909-83,Investimento em banco,856813.05
741.099.034-72,Título do tesouro,398105.43
377.854.638-25,Sítio,931282.36
413.259.628-81,Apartamento,1004336.7
925.076.924-29,Saldo em conta corrente,1375229.01
168.722.549-90,Saldo em conta corrente,885019.76
056.555.905-17,Chácara,1213778.18
901.252.913-06,Título do tesouro,518417.39
058.255.451-55,Sítio,1625871.15
199.806.320-04,Saldo em conta corrente,631110.06
597.670.462-50,Investimento em banco,322959.47
970.112.239-68,Fazenda,1093159.3
343.449.173-07,Investimento em banco,1707311.54
353.240.822-41,Jóias,1588468.47
813.376.543-13,Apartamento,1768404.69
778.713.212-08,Ouro em barras,585406.0
464.947.996-42,Investimento em banco,1567252.16
531.814.725-80,Casa,580475.71
378.872.466-81,Jóias,309850.48
966.444.304-37,Saldo em conta corrente,453278.98
794.868.075-67,Jóias,1799585.21
877.707.850-05,Saldo em conta corrente,1530427.92
905.706.255-58,Investimento em banco,94404.87
620.720.996-76,Saldo em conta corrente,103703.74
513.843.761-96,Casa,1605010.31
294.723.312-91,Casa,539830.33
043.200.027-37,Casa,1733877.55
213.061.288-02,Automóvel,1681860.17
908.395.616-04,Investimento em banco,380062.8
709.128.451-50,Investimento em banco,1709396.52
477.787.050-23,Trator,512626.87
591.224.596-05,Casa,359384.54
294.507.439-76,Automóvel,1770104.78
581.963.650-31,Apartamento,279790.77
253.251.074-59,Saldo em conta corrente,404585.84
341.346.766-53,Saldo em conta corrente,1380646.2
196.506.206-07,Apartamento,685901.57
276.248.991-66,Chácara,935773.75
173.732.717-11,Trator,716944.04
900.962.402-81,Trator,1100114.65
537.822.645-14,Investimento em banco,1505090.66
729.733.334-37,Motocicleta,1567164.24
435.588.260-53,Saldo em conta corrente,831098.72
779.605.661-42,Trator,476376.69
727.486.022-17,Automóvel,295211.03
477.051.047-03,Motocicleta,510056.94
229.201.732-16,Investimento em banco,742659.13
549.694.998-54,Motocicleta,1444465.86
158.878.258-88,Casa,672802.35
279.021.768-53,Automóvel,156546.78
342.493.893-86,Investimento em banco,21438.79
386.858.264-85,Jóias,257638.83
869.962.176-42,Investimento em banco,306701.33
742.025.528-71,Trator,1165214.2
946.824.293-39,Fazenda,1313941.51
072.464.881-11,Fazenda,1061591.62
799.890.544-00,Chácara,895957.54
436.884.070-85,Automóvel,740210.21
874.331.389-96,Apartamento,1260594.01
164.903.941-94,Motocicleta,55961.19
808.877.321-12,Chácara,888111.96
954.773.370-30,Trator,699448.22
150.480.620-74,Fazenda,1191421.88
545.886.295-46,Saldo em conta corrente,1787640.23
103.298.301-43,Título do tesouro,1250759.54
969.273.932-25,Casa,1087943.28
395.318.797-25,Automóvel,1330991.55
547.762.169-12,Investimento em banco,1220851.96
637.968.764-12,Trator,1222371.01
989.745.785-39,Automóvel,1028453.0
886.974.026-40,Saldo em conta corrente,1414816.07
293.003.023-00,Casa,1237230.74
705.057.575-16,Fazenda,962713.16
160.280.478-21,Motocicleta,1518270.09
633.529.123-44,Título do tesouro,889922.3
276.710.843-25,Chácara,1675156.93
726.795.085-89,Motocicleta,742856.99
386.203.595-83,Ouro em barras,774549.41
743.655.758-82,Trator,406363.09
931.591.460-22,Saldo em conta corrente,390402.03
312.741.655-13,Fazenda,1727497.0
798.625.929-42,Saldo em conta corrente,1159020.79
956.018.460-16,Automóvel,220177.9
799.368.565-60,Apartamento,245147.86
418.559.250-48,Título do tesouro,595044.09
527.489.604-51,Jóias,1198488.11
898.568.846-27,Sítio,1193677.0
712.728.669-91,Automóvel,563202.86
579.758.088-23,Casa,1621672.86
149.778.644-17,Jóias,928142.24
994.279.758-24,Automóvel,1053687.37
157.253.336-93,Apartamento,99667.17
847.874.314-58,Sítio,87895.97
429.799.392-32,Chácara,690494.24
067.461.434-23,Título do tesouro,570765.93
475.324.166-56,Casa,709354.62
529.950.192-38,Motocicleta,1664344.14
451.315.536-13,Trator,136260.05
773.803.682-83,Título do tesouro,1042089.23
403.626.868-18,Ouro em barras,351817.98
898.942.861-08,Investimento em banco,916955.17
175.155.787-36,Título do tesouro,841368.71
479.612.709-94,Jóias,164992.12
850.884.281-80,Sítio,828161.67
123.043.713-69,Saldo em conta corrente,1230793.01
046.570.382-50,Título do tesouro,1428871.25
513.727.302-09,Título do tesouro,1260571.87
706.950.050-86,Chácara,1119805.14
461.402.434-88,Motocicleta,718053.45
520.339.655-09,Trator,1195013.83
324.693.362-44,Saldo em conta corrente,1614203.31
379.026.173-24,Apartamento,1274682.68
211.192.676-42,Sítio,893858.71
736.687.216-20,Motocicleta,970038.33
118.039.267-28,Chácara,204859.88
266.086.631-57,Casa,595718.0
625.354.624-17,Título do tesouro,1463993.93
965.326.589-20,Saldo em conta corrente,1666290.07
597.805.665-30,Casa,8044.98
534.495.734-51,Jóias,1317541.94
523.211.765-98,Apartamento,157125.84
997.798.167-03,Ouro em barras,533405.61
171.144.799-46,Investimento em banco,486696.26
499.726.383-05,Jóias,1741414.89
075.524.835-37,Jóias,696203.0
950.413.921-70,Investimento em banco,901963.0
810.097.588-62,Fazenda,1302817.16
608.414.585-81,Apartamento,1276979.41
703.473.816-26,Ouro em barras,366824.78
535.463.169-39,Título do tesouro,1283416.97
551.603.913-46,Casa,137848.65
700.744.184-03,Ouro em barras,488076.1
418.116.498-13,Apartamento,1701750.05
776.488.886-05,Apartamento,1569286.53
503.608.864-62,Chácara,1025803.36
465.433.028-29,Casa,71283.83
345.660.066-04,Apartamento,1067262.86
350.573.564-93,Jóias,752889.62
044.057.034-30,Sítio,1458623.14
697.001.851-06,Chácara,1793615.02
198.598.113-16,Título do tesouro,1337158.69
231.797.974-90,Casa,786312.91
376.336.902-74,Apartamento,442252.64
383.212.137-49,Saldo em conta corrente,123701.49
539.385.037-93,Saldo em conta corrente,901801.26
672.032.211-86,Motocicleta,1314602.26
839.310.080-66,Jóias,693768.5
413.115.694-55,Saldo em conta corrente,1688517.43
703.201.314-39,Automóvel,1166436.72
746.278.624-49,Ouro em barras,1289745.52
386.537.642-29,Trator,361407.23
428.758.224-25,Investimento em banco,1749310.64
773.816.228-62,Jóias,1651987.02
030.249.632-28,Automóvel,853490.03
014.863.821-44,Título do tesouro,496123.5
427.578.596-45,Sítio,74473.1
612.155.995-82,Apartamento,680940.27
458.338.410-38,Ouro em barras,688278.11
261.679.521-24,Automóvel,1713004.68
412.883.790-11,Apartamento,602438.19
272.031.120-20,Sítio,1742515.9
414.132.486-69,Jóias,1773296.57
395.187.517-41,Automóvel,674043.41
477.976.658-46,Fazenda,696535.9
145.356.853-59,Casa,820676.88
364.578.678-47,Chácara,539630.83
596.741.490-84,Ouro em barras,198378.68
855.274.797-27,Fazenda,682386.0
961.171.906-55,Casa,469643.56
115.553.011-84,Saldo em conta corrente,548788.28
253.681.517-66,Motocicleta,1611147.19
727.100.139-05,Fazenda,1486953.47
801.050.947-36,Investimento em banco,434003.96
968.118.195-07,Ouro em barras,721570.42
068.538.253-87,Trator,1156969.24
257.141.211-96,Chácara,53064.47
382.054.432-13,Chácara,842316.44
932.459.731-15,Motocicleta,1155820.55
795.428.703-62,Automóvel,232533.11
789.975.796-96,Jóias,521274.56
489.724.609-67,Saldo em conta corrente,1471407.72
413.378.437-82,Investimento em banco,758196.38
072.017.765-37,Saldo em conta corrente,1698695.97
029.072.871-29,Trator,1582143.91
781.113.093-37,Investimento em banco,1113258.68
071.586.196-81,Automóvel,1778063.31
474.330.512-21,Sítio,1645670.61
024.514.218-88,Jóias,43454.14
584.980.887-69,Casa,577414.93
428.691.461-64,Automóvel,883083.94
919.715.965-01,Investimento em banco,239114.14
653.515.664-74,Jóias,267749.63
262.987.627-05,Apartamento,323977.2
694.390.336-38,Fazenda,1726936.47
494.949.465-46,Saldo em conta corrente,459530.25
695.538.075-73,Título do tesouro,1253007.49
610.117.996-52,Casa,682654.18
898.261.997-24,Investimento em banco,342480.43
142.385.719-02,Saldo em conta corrente,748240.79
678.154.700-52,Chácara,541687.36
846.294.195-02,Motocicleta,1272453.85
091.421.223-79,Título do tesouro,589894.56
308.687.836-09,Casa,1635431.65
020.550.023-49,Investimento em banco,725436.16
836.355.709-70,Investimento em banco,121913.66
386.411.492-66,Apartamento,402774.31
066.384.958-59,Automóvel,1683033.0
293.869.846-50,Automóvel,857826.47
111.850.017-08,Ouro em barras,1593750.93
476.395.103-75,Ouro em barras,1749660.83
257.416.195-62,Casa,1099666.73
517.409.232-40,Fazenda,737781.62
745.242.992-24,Saldo em conta corrente,661965.5
767.654.930-55,Fazenda,1784356.37
642.645.197-59,Investimento em banco,76946.29
581.690.585-69,Jóias,258845.39
060.316.320-08,Ouro em barras,151222.95
454.782.051-00,Título do tesouro,1485027.07
320.212.366-94,Investimento em banco,474446.45
949.183.235-03,Fazenda,1157665.0
856.493.344-57,Saldo em conta corrente,1727279.63
209.065.215-33,Automóvel,1443332.28
433.807.391-31,Automóvel,944042.13
956.847.009-40,Automóvel,687773.72
125.561.781-21,Chácara,823977.25
962.998.670-18,Automóvel,1486198.62
499.378.491-40,Ouro em barras,1375953.18
108.193.406-29,Título do tesouro,979457.43
590.880.404-55,Investimento em banco,671056.49
028.318.513-91,Saldo em conta corrente,123796.86
903.322.671-11,Chácara,1305086.06
623.385.510-43,Apartamento,267372.66
664.685.480-84,Sítio,256745.41
576.277.792-97,Casa,537172.87
762.808.354-53,Ouro em barras,1747051.17
477.529.184-68,Sítio,319120.24
311.834.422-53,Motocicleta,890250.54
109.342.464-89,Sítio,1596922.22
500.636.110-03,Trator,579341.0
096.277.870-14,Chácara,629131.47
657.742.923-31,Sítio,501616.22
330.646.051-09,Trator,1670447.0
735.868.805-45,Saldo em conta corrente,1440851.72
392.207.793-95,Fazenda,1633473.0
404.229.107-59,Motocicleta,254967.22
057.722.758-50,Motocicleta,1595190.11
648.665.802-84,Saldo em conta corrente,1237289.26
461.621.682-74,Automóvel,507125.54
908.318.178-60,Motocicleta,373074.0
414.457.929-50,Chácara,1439776.88
680.935.479-85,Casa,1161795.21
877.133.461-26,Título do tesouro,826530.44
678.395.049-26,Título do tesouro,1520946.85
291.801.317-27,Jóias,1235549.84
408.499.591-42,Sítio,759321.83
949.306.071-51,Chácara,591169.16
364.683.885-21,Ouro em barras,993258.55
750.605.940-78,Trator,1374973.49
532.906.761-44,Motocicleta,832203.14
857.887.955-21,Saldo em conta corrente,1406518.0
267.427.130-17,Apartamento,1728245.0
452.022.590-27,Fazenda,894961.0
810.922.572-06,Sítio,890896.05
237.010.292-34,Apartamento,191053.54
242.475.185-94,Automóvel,1307515.1
121.080.249-68,Chácara,1773066.89
449.246.914-52,Apartamento,856486.44
042.113.505-44,Motocicleta,297063.7
756.596.008-62,Chácara,1768426.98
922.760.496-41,Jóias,658016.0
282.072.803-45,Apartamento,424192.51
666.947.261-06,Investimento em banco,825772.04
736.617.354-15,Motocicleta,1297591.03
342.968.403-30,Apartamento,1585928.77
279.660.625-70,Chácara,1218304.41
021.527.100-89,Apartamento,1375272.09
835.658.304-04,Automóvel,474322.09
101.850.275-20,Automóvel,988019.66
062.661.780-26,Título do tesouro,1125941.64
038.177.362-15,Chácara,496116.18
546.366.064-42,Investimento em banco,775041.76
717.833.325-00,Apartamento,1101078.91
246.057.258-73,Fazenda,1285200.47
492.689.798-74,Motocicleta,1433199.31
637.613.579-53,Casa,1741583.21
533.107.591-37,Casa,843319.71
995.967.996-87,Automóvel,111102.0
388.857.897-69,Jóias,489921.54
457.480.068-87,Saldo em conta corrente,1074576.89
055.136.881-76,Título do tesouro,315791.76
958.741.903-91,Título do tesouro,728035.65
941.829.753-24,Chácara,725192.19
753.532.104-12,Saldo em conta corrente,278276.35
607.169.613-38,Chácara,1492193.0
984.388.713-86,Motocicleta,1075210.01
668.564.842-29,Chácara,1502175.88
683.820.921-53,Apartamento,1619964.27
910.701.485-56,Fazenda,1191617.0
084.474.710-66,Ouro em barras,676760.51
506.796.634-54,Jóias,1767954.0
319.017.640-00,Sítio,1531397.14
837.000.289-99,Investimento em banco,298747.45
086.260.700-91,Investimento em banco,1252058.85
058.084.247-67,Apartamento,182607.91
032.161.076-13,Ouro em barras,408422.66
240.348.765-68,Trator,542389.1
854.935.579-48,Fazenda,1622512.74
873.861.213-20,Saldo em conta corrente,1141636.99
778.252.994-47,Motocicleta,899573.56
353.798.412-28,Saldo em conta corrente,827215.0
054.728.801-69,Jóias,1419230.65
942.628.366-38,Investimento em banco,247003.03
087.352.206-13,Casa,432765.91
213.573.634-62,Trator,1319122.74
832.371.904-70,Saldo em conta corrente,1154144.82
140.077.815-99,Fazenda,304735.9
592.259.062-05,Investimento em banco,1567621.0
265.040.579-80,Sítio,665143.0
281.477.097-06,Fazenda,46528.21
445.920.085-99,Jóias,786429.44
411.716.016-00,Apartamento,451584.19
916.959.760-35,Motocicleta,899186.77
780.127.322-22,Ouro em barras,1583567.0
555.194.540-74,Investimento em banco,1379073.28
696.056.867-23,Jóias,1782427.92
652.048.206-99,Casa,43169.86
611.781.799-30,Jóias,619560.04
607.811.661-58,Fazenda,1594724.97
449.073.163-53,Investimento em banco,513997.0
499.529.279-44,Jóias,502779.12
193.772.439-97,Apartamento,1664142.6
872.578.986-75,Fazenda,221674.83
889.565.502-06,Trator,1053023.0
302.890.161-65,Apartamento,152371.35
725.996.323-49,Chácara,1559877.2
114.193.728-09,Chácara,324168.19
241.228.772-88,Saldo em conta corrente,420286.61
960.086.760-79,Casa,264397.11
868.307.677-15,Jóias,1722190.35
688.447.937-79,Investimento em banco,1273722.13
697.958.210-67,Casa,462652.0
563.423.554-96,Título do tesouro,543014.0
487.380.693-09,Investimento em banco,808550.04
919.078.463-05,Jóias,940821.98
382.705.229-19,Apartamento,1413994.52
688.252.360-96,Chácara,1624136.58
984.036.392-31,Motocicleta,1450884.79
760.839.061-72,Apartamento,688417.94
107.394.826-08,Fazenda,402961.61
393.560.715-50,Ouro em barras,1100437.15
813.038.686-42,Saldo em conta corrente,1573048.0
113.977.201-50,Sítio,950079.85
758.912.749-36,Sítio,1370651.43
413.139.909-83,Sítio,1456136.81
741.099.034-72,Ouro em barras,1488765.76
377.854.638-25,Sítio,599805.54
413.259.628-81,Chácara,614572.55
925.076.924-29,Trator,1000258.69
168.722.549-90,Título do tesouro,202478.0
056.555.905-17,Investimento em banco,1677668.0
901.252.913-06,Casa,1354291.05
058.255.451-55,Motocicleta,913891.86
199.806.320-04,Trator,344450.64
597.670.462-50,Automóvel,510238.3
970.112.239-68,Trator,1136235.45
343.449.173-07,Ouro em barras,446164.92
353.240.822-41,Automóvel,1529499.3
813.376.543-13,Ouro em barras,522586.43
778.713.212-08,Título do tesouro,495986.12
464.947.996-42,Sítio,1406456.63
531.814.725-80,Sítio,961576.18
378.872.466-81,Casa,293692.05
966.444.304-37,Sítio,405125.29
794.868.075-67,Casa,691066.98
877.707.850-05,Investimento em banco,975463.14
905.706.255-58,Jóias,467448.21
620.720.996-76,Investimento em banco,1374210.77
513.843.761-96,Título do tesouro,1631043.42
294.723.312-91,Apartamento,1490457.0
043.200.027-37,Automóvel,999990.41
213.061.288-02,Jóias,205938.11
908.395.616-04,Automóvel,765644.83
709.128.451-50,Investimento em banco,705238.99
477.787.050-23,Jóias,921428.12
591.224.596-05,Apartamento,341140.77
294.507.439-76,Apartamento,713179.34
581.963.650-31,Jóias,1519803.64
253.251.074-59,Sítio,1628412.59
341.346.766-53,Ouro em barras,1478514.29
196.506.206-07,Sítio,1014648.82
276.248.991-66,Fazenda,1550589.73
173.732.717-11,Apartamento,1047076.3
900.962.402-81,Casa,1573020.71
537.822.645-14,Jóias,1465894.0
729.733.334-37,Investimento em banco,1400870.78
435.588.260-53,Automóvel,1425829.21
779.605.661-42,Trator,542511.52
727.486.022-17,Motocicleta,475039.16
477.051.047-03,Motocicleta,618588.95
229.201.732-16,Investimento em banco,744179.26
549.694.998-54,Jóias,1770790.71
158.878.258-88,Casa,346273.61
279.021.768-53,Casa,723246.49
342.493.893-86,Motocicleta,780404.36
386.858.264-85,Jóias,1245650.59
869.962.176-42,Automóvel,954638.75
742.025.528-71,Chácara,1496419.14
946.824.293-39,Jóias,299967.35
072.464.881-11,Jóias,589162.38
799.890.544-00,Título do tesouro,761978.98
436.884.070-85,Trator,1713849.03
874.331.389-96,Casa,295874.53
164.903.941-94,Chácara,703839.13
808.877.321-12,Motocicleta,74771.21
954.773.370-30,Automóvel,1354098.88
150.480.620-74,Sítio,1629719.37
545.886.295-46,Casa,774391.0
103.298.301-43,Apartamento,1546705.0
969.273.932-25,Chácara,748427.0
395.318.797-25,Automóvel,1446448.19
547.762.169-12,Trator,493385.15
637.968.764-12,Automóvel,1272622.79
989.745.785-39,Casa,1630728.78
886.974.026-40,Investimento em banco,1524737.79
293.003.023-00,Motocicleta,725928.93
705.057.575-16,Automóvel,356437.41
160.280.478-21,Título do tesouro,1710674.3
633.529.123-44,Investimento em banco,281487.13
276.710.843-25,Título do tesouro,914210.41
726.795.085-89,Ouro em barras,1533748.24
386.203.595-83,Sítio,1772429.0
743.655.758-82,Motocicleta,1103818.75
931.591.460-22,Casa,1445422.58
312.741.655-13,Trator,186894.84
798.625.929-42,Fazenda,722526.41
956.018.460-16,Título do tesouro,736568.65
799.368.565-60,Saldo em conta corrente,170383.53
418.559.250-48,Motocicleta,1188265.91
527.489.604-51,Trator,1465745.0
898.568.846-27,Automóvel,1493765.74
712.728.669-91,Saldo em conta corrente,1709770.58
579.758.088-23,Fazenda,693123.15
149.778.644-17,Ouro em barras,474946.53
994.279.758-24,Ouro em barras,69356.97
157.253.336-93,Ouro em barras,1386879.85
847.874.314-58,Fazenda,1172062.74
429.799.392-32,Trator,290928.69
067.461.434-23,Sítio,1761195.28
475.324.166-56,Trator,1095924.77
529.950.192-38,Título do tesouro,1711467.69
451.315.536-13,Ouro em barras,426227.34
773.803.682-83,Automóvel,863259.47
403.626.868-18,Título do tesouro,666661.4
898.942.861-08,Automóvel,384759.23
175.155.787-36,Sítio,442647.07
479.612.709-94,Fazenda,793171.16
850.884.281-80,Fazenda,1057570.85
123.043.713-69,Casa,1213138.0
046.570.382-50,Investimento em banco,955811.58
513.727.302-09,Chácara,102576.38
706.950.050-86,Trator,939996.08
461.402.434-88,Saldo em conta corrente,1241277.97
520.339.655-09,Chácara,934186.12
324.693.362-44,Título do tesouro,1740286.01
379.026.173-24,Jóias,186775.35
211.192.676-42,Fazenda,1512929.49
736.687.216-20,Casa,884206.97
118.039.267-28,Apartamento,170688.03
266.086.631-57,Casa,1160768.0
625.354.624-17,Chácara,71802.15
965.326.589-20,Saldo em conta corrente,891567.71
597.805.665-30,Jóias,27047.1
534.495.734-51,Automóvel,674209.15
523.211.765-98,Saldo em conta corrente,135176.63
997.798.167-03,Automóvel,922884.86
171.144.799-46,Motocicleta,523775.27
499.726.383-05,Automóvel,1746551.49
075.524.835-37,Casa,473861.04
950.413.921-70,Motocicleta,226825.25
810.097.588-62,Casa,941170.01
608.414.585-81,Chácara,533424.97
703.473.816-26,Apartamento,808756.0
535.463.169-39,Automóvel,627821.63
551.603.913-46,Casa,427107.5
700.744.184-03,Sítio,1444334.0
418.116.498-13,Jóias,1473359.32
776.488.886-05,Sítio,756105.29
503.608.864-62,Título do tesouro,1601966.87
465.433.028-29,Motocicleta,1647315.58
345.660.066-04,Saldo em conta corrente,1031611.11
350.573.564-93,Chácara,1740610.88
044.057.034-30,Saldo em conta corrente,1082425.92
697.001.851-06,Ouro em barras,1741663.86
198.598.113-16,Fazenda,436130.02
231.797.974-90,Investimento em banco,1265176.5
376.336.902-74,Motocicleta,413625.68
383.212.137-49,Jóias,1096287.26
539.385.037-93,Apartamento,665620.15
672.032.211-86,Saldo em conta corrente,1482425.43
839.310.080-66,Trator,1682872.82
413.115.694-55,Jóias,1350506.97
703.201.314-39,Apartamento,1729571.64
746.278.624-49,Saldo em conta corrente,1131346.68
386.537.642-29,Chácara,234606.49
428.758.224-25,Título do tesouro,504216.79
773.816.228-62,Saldo em conta corrente,1026963.1
030.249.632-28,Investimento em banco,264839.17
014.863.821-44,Automóvel,848920.0
427.578.596-45,Apartamento,1105271.94
612.155.995-82,Automóvel,1292030.43
458.338.410-38,Motocicleta,295719.33
261.679.521-24,Jóias,1285460.5
412.883.790-11,Ouro em barras,524481.43
272.031.120-20,Ouro em barras,1642814.22
414.132.486-69,Título do tesouro,1264968.93
395.187.517-41,Trator,1407888.67
477.976.658-46,Saldo em conta corrente,1533208.26
145.356.853-59,Casa,1398690.25
364.578.678-47,Título do tesouro,558739.78
596.741.490-84,Motocicleta,898530.1
855.274.797-27,Motocicleta,385974.11
961.171.906-55,Jóias,1733852.93
115.553.011-84,Jóias,893008.43
253.681.517-66,Motocicleta,1241389.06
727.100.139-05,Saldo em conta corrente,337489.54
801.050.947-36,Investimento em banco,376139.18
968.118.195-07,Jóias,265186.47
068.538.253-87,Investimento em banco,681839.61
257.141.211-96,Saldo em conta corrente,788355.79
382.054.432-13,Saldo em conta corrente,1167214.13
932.459.731-15,Jóias,50119.92
795.428.703-62,Apartamento,1796555.0
789.975.796-96,Fazenda,1175348.49
489.724.609-67,Apartamento,1440329.56
413.378.437-82,Chácara,1240016.6
072.017.765-37,Trator,548024.24
029.072.871-29,Casa,498934.35
781.113.093-37,Sítio,960294.6
071.586.196-81,Fazenda,583529.39
474.330.512-21,Motocicleta,438428.96
024.514.218-88,Jóias,234413.76
584.980.887-69,Investimento em banco,620195.71
428.691.461-64,Automóvel,119556.07
919.715.965-01,Ouro em barras,763322.19
091.421.223-79,Automóvel,839142.41
308.687.836-09,Sítio,1393698.0
020.550.023-49,Chácara,231429.34
836.355.709-70,Chácara,322554.07
386.411.492-66,Saldo em conta corrente,1008813.68
066.384.958-59,Investimento em banco,1783596.3
293.869.846-50,Trator,1023224.19
111.850.017-08,Saldo em conta corrente,632242.12
476.395.103-75,Casa,743206.82
257.416.195-62,Título do tesouro,1699641.0
517.409.232-40,Saldo em conta corrente,1614480.48
745.242.992-24,Fazenda,130328.67
767.654.930-55,Investimento em banco,1077200.78
642.645.197-59,Sítio,458674.43
581.690.585-69,Ouro em barras,407844.76
060.316.320-08,Motocicleta,243814.92
454.782.051-00,Motocicleta,266242.98
320.212.366-94,Motocicleta,1399706.35
949.183.235-03,Casa,610505.47
856.493.344-57,Automóvel,1624074.1
209.065.215-33,Sítio,378761.24
433.807.391-31,Saldo em conta corrente,1736765.0
956.847.009-40,Chácara,1268423.81
125.561.781-21,Automóvel,1740087.78
962.998.670-18,Fazenda,716055.21
499.378.491-40,Jóias,1703710.37
108.193.406-29,Ouro em barras,1178128.51
590.880.404-55,Título do tesouro,930381.07
028.318.513-91,Casa,1645432.19
903.322.671-11,Ouro em barras,763038.16
623.385.510-43,Chácara,748851.83
664.685.480-84,Investimento em banco,683462.96
576.277.792-97,Investimento em banco,250606.17
762.808.354-53,Ouro em barras,38814.02
477.529.184-68,Ouro em barras,931148.68
311.834.422-53,Investimento em banco,1629890.84
109.342.464-89,Fazenda,1640101.88
500.636.110-03,Ouro em barras,985952.55
096.277.870-14,Saldo em conta corrente,247308.82
657.742.923-31,Investimento em banco,1047615.79
330.646.051-09,Saldo em conta corrente,1323855.43
735.868.805-45,Motocicleta,728922.42
392.207.793-95,Casa,903204.91
404.229.107-59,Ouro em barras,319657.35
057.722.758-50,Título do tesouro,168567.0
648.665.802-84,Título do tesouro,90423.66
461.621.682-74,Chácara,514717.56
908.318.178-60,Apartamento,1777519.54
414.457.929-50,Fazenda,1538590.0
680.935.479-85,Saldo em conta corrente,1380765.12
877.133.461-26,Casa,480112.3
678.395.049-26,Trator,1028141.65
291.801.317-27,Fazenda,313990.37
408.499.591-42,Fazenda,306451.41
949.306.071-51,Título do tesouro,672143.28
364.683.885-21,Fazenda,696809.57
750.605.940-78,Chácara,781113.34
532.906.761-44,Jóias,101233.32
857.887.955-21,Fazenda,216205.22
267.427.130-17,Investimento em banco,384414.51
